01Sorszám,01Sorszám_RMNY,01Sorszám_RMNY-S,externalData,hypothetic,appendix,03Cím,01xIdö,01xHely,06xNyomda,06Nyomda,07Kolláció,08Terjedelem,09Formátum,10Könyvdísz,11Forrás,12Tárgy,14Facsimile,16Nyelv,13Lelöhely,13Lelöhely_count,cities,15Olim,15Olim_count,olimCities,08xTerjedelem,09xFormátum2,oldal_per_iv,ivszam
3265,3265,,,,,"PARSCHITIUS, Nicolaus, iun.: Meditationis abbreviatae dissertatio I. De scribarum et pharisaeorum justitia propria, quam ... publicae disqvisitioni subjicit autor, Nicolaus Parschitzi v. m. l., ludi Rosebergensis p. t. praeses, respondente Paulo Kubica Silesio. Ad diem (...) mensis Novembris anni 1665. Solnae (1665) per Johannem Dadan.",1665,Zsolna,"Dadan, Johannes, sen.",,A2 B4 C2,[8] fol.,4°,Orn.,RMK II 1077 - Sztripszky 11 2591/139 <- MKsz 1890: 262 - Caplovic 2491,Evangélikus teológiai vizsgatétel.,,,Budapest Acad 1 (A-variáns) - Budapest Nat cop. (Martin) - Martin Nat 1 (B-variáns),2,"Budapest=1, Martin=1",,0,,16,4,8,2
3266,3266,,,,,"[KLESCH, Christoph:] Heyden-reiche Wagen-fahrt auff der Hochzeit deß ... Johann Hejden-reichs, bißhero gewesenen trewen und wohl-verdienten Notarij der königli[c]hen Frey-Stadt Kaysersmarckt und der ... Elisabeth, gebohrnen Wagnerin in der königlichen Frey-Stadt Bartfeld gehalten von einem Carpatischen Korn-Händler, anno 1666. d. 26. Jan. Bartphae [1666 typ. Klöss].",1666,Bártfa,typ. Klöss,,,[1] fol.,360 × 270 mm,,Caplovic 216,Lakodalmi versek latinul és németül.,,latin; német,Budapest Nat 2,1,Budapest=1,,0,,2,2,3,0.6666666666666666
3267,3267,,,,,"RITUALE Agriense, seu formvla agendorvm in administratione sacramentorum ac coeteris ecclesiae publicis functionibus. Jussu et authoritate ... Thomae Palffi ab Erdeöd, episcopi Agriensis, etc. recusum. [Viennae Austriae? typ. Nádasdy] MDCLXVI apud Hieronymum Verdussen.",1666,Bécs,typ. Nádasdy,,"(.ÿ.)3 (.ÿ.)(bis)4, A4-Z4, Aa4-Ss4",[14] + 328 pag.,4°,"1 ill., 1 ins., orn., init., color.",,Magyar nyelvû szövegeket is tartalmazó katolikus szertartáskönyv.,,idegen nyelv; latin; magyar; német; szlovák,Budapest Nat 1 1 - Martin Nat 1 - Veszprém Dioec 1,4,"Budapest=2, Martin=1, Veszprém=1",,0,,342,4,8,42.75
3268,3268,,,,,"RITUALE Jaurinense, seu formvla agendorvm in administratione sacramentorum ac coeteris ecclesiae publicis functionibus. Jussu et authoritate ... Georgii Szechény, episcopi Jaurinensis, etc. recusum. [Viennae Austriae? typ. Nádasdy] MDCLXVI apud Hieronymum Vedussen.",1666,Bécs,typ. Nádasdy,,"(.ÿ.)3 (.ÿ.)(bis)4, A4-Z4, Aa4-Ss4",[14] + 328 pag.,4°,"1 ill., 1 ins., orn., init., color.",RMK III 2358,Magyar nyelvû szövegeket is tartalmazó katolikus szertartáskönyv.,,horvát; idegen nyelv; latin; magyar; német,Budapest Nat 1 2 - Graz Univ - Eisenstadt OFM,4,"Budapest=2, Graz=1, Eisenstadt=1",,0,,342,4,8,42.75
3269,3269,,,,,"RITUALE Strigoniense, seu formvla agendorvm in administratione sacramentorum ac coeteris ecclesiae publicis functionibus. Jussu et authoritate ... Georgii Szelepchény, archiepiscopi Strigoniensis, etc. recusum. [Viennae Austriae? typ. Nádasdy] MDCLXVI apud Hieronymum Verdussen.",1666,Bécs,typ. Nádasdy,,"(.ÿ.)3 (.ÿ.)(bis)4, A4-Z4, Aa4-Ss4",[14] + 328 pag.,4°,"1 ill., 1 ins., orn., init., color.",Knihopis 14.851b,Magyar nyelvû szövegeket is tartalmazó katolikus szertartáskönyv.,,idegen nyelv; latin; magyar; német; szlovák,Budapest Nat 1 - Martin Nat 1,2,"Budapest=1, Martin=1",,0,,342,4,8,42.75
3270,3270,,,,,"[1] UJ és o kalendariom Kristus urunk születése után való MDCLXVII. esztendöre, kinek hoszsza 365 napot foglal magában, nagy szorgalmatossággal a-Posony és annak környül való helyeknek meridianomiára rendeltetett Kürner Lipold és Mate, aa. ll. et philos. baccal. altal Német, Magyar es ezek szomszédságában lévö országok szolgálattjára a sokadalmakkal eggyüt. - [2] [Prognosztikon az 1666. esztendõre.] [Bécs 1666 Kürner, sen.]",1666,Bécs,"Kürner, Johann Jákob, sen.",,[A]8 [B8] [C]8 [D]6? + ?,[30? + ?] fol.,8°,"2 ins., color.",Seethaler 292,Uj-naptár ó-naptárral és prognosztikon.,,magyar,Budapest Nat 4*,1,Budapest=1,,0,,60,8,16,3.75
3271,3271,,,,,"RHETHER, Franz: Seliger Schwahnen-Gesang, welchen eine in Christum Jesum verliebete Seele bey heran-nahendem Todt behertzt singen kan. Mehrentheils auß dem Lateinischen übersetzet durch Franciscum Rhetherum von Kron-Stadt auß Siebenb., der H. Schrifft Befl iessenen. Kron-Stadt 1666 in der Herrmannischen Drukkerey drukts Nicolaus Müller.",1666,Brassó,"Herrmann, Michael",,A6-D6,47 + [1] pag.,12°,1 ins.,RMK II 1078,Evangélikus énekek.,,német,Brasov Ev 1 - Budapest Nat cop.,1,Brasov=1,,0,,48,12,24,2
3272,3272,,,,,"BARTHA Boldizsár: Rövid chronica, avagy oly beszelgetes, mely az közelb el mult száz esztendök alat Debreczenben esett emlekezetesseb dolgokrul, tüz miat valo romlásokrul, sok rendbéli károkrul, változásokrul, kiváltkeppen pedig és bövebben ez nyolcz esztendök alat valo háboruságokban ezen helynek keserves álapattyárul, sok fele nyomoruságirul, ennek lakossinak, felsö, közép, also rendeinek viselt dolgairul irattatot és szedegettetet öszve Bartha Boldisar által. [Debrecen] 1666 [Karancsi].",1666,Debrecen,Karancsi György,,A8-L8,[7] + 158 [recte 166] + [1] pag.,8°,"Orn., init.",RMK I 1032,Krónika.,,magyar,Budapest Acad 2* 2* - Budapest Arch 1 - Budapest Nat 2 2 - Cluj-Napoca Univ 2 - Debrecen Ref 2* - Debrecen Univ 2 - Keszthely 2* - Kezmarok Ev 2 - Târgu Mureş 2,11,"Budapest=5, Cluj-Napoca=1, Debrecen=2, Keszthely=1, Kezmarok=1, Târgu Mureş=1",,0,,174,8,16,10.875
3273,3273,,,,,"DEBRECENI SZÛCS János: Aczel tükör, az az oly rövid tanitas, melly megtanit arra: kicsodak erdemesek a’ Sz. Ministeriumra, s’ kik nem; ezen kivül, mint kellyen a’ tanitonak az edgy-hazi tisztben s’ szolgalatban ö magat viselni. Predicaltatot a’ debreceni tractusban lévö s’ lako predicatori tarsaság elöt Berettyo Uj Faluban indicaltatot szent partialis alkalmatosságával 1666. esztendöben, Büjt-mas havanak 31-dik napjan Debreceni Janos, a’ R[ác] Beöszörményi Ecclesianak méltatlan s’ edgyügyü lelki pasztora által. Debrecenben 1666 Karancsi György.",1666,Debrecen,Karancsi György,,A8 B4,[12] fol.,8°,"1 ins., orn. init.",RMK I 1033,Református prédikáció.,,magyar,Budapest Nat 1 - Sárospatak Ref 1,2,"Budapest=1, Sárospatak=1",,0,,24,8,16,1.5
3274,3274,,,,,[GERGEI Albert: História egy Árgirus nevü királyfi ról és egy tündér szûzleányról.] [Debrecen 1662-1670 Karancsi.],1666,Debrecen,Karancsi György,,A8 + ?,[8] + ? fol.,8°,,,Verses szerelmi história.,,magyar,Budapest Nat cop. - Debrecen Ref 4,1,Debrecen=1,,0,,16,8,16,1
3275,3275,,,,,"MARTONFALVI TÓTH György: Ars concionandi Amesiana, ita deliniata et illustrata, ut unusquisque hanc viam ingressus, accuratus et facilis concionator evadat, a Georgio Martonfalvi, theologiae doctore et scholae Debrecinae rectore. Debrecini 1666 apud Georgium Karancsi.",1666,Debrecen,Karancsi György,,A8 B8 C7+1,[23] fol.,8°,"1 ins., orn.",RMK II 1079,Retorikai kézikönyv.,,latin,Brasov Ev 1 - Budapest Acad 1 - Budapest Nat 1 1 - Debrecen Ref 1 - Martin Nat 1 - Sárospatak Ref 1,7,"Brasov=1, Budapest=3, Debrecen=1, Martin=1, Sárospatak=1",,0,,46,8,16,2.875
3276,3276,,,,,"ÖRVENDI MOLNÁR Ferenc: Lelki tar-haz, avagy az O es Ui Testamentum canonicus könyveinek rövid summái, mellyek magyar rythmusokba foglaltattak es egy-modu notára szabattattak Eörvendi Molnar Ferencz, akkori debreczeni deák által. Debreczenben 1666 Karancsi György.",1666,Debrecen,Karancsi György,,"(:)8, A8-M8",[16] + 191 pag.,8°,"Orn., init.",RMK I 1034,A Biblia verses tartalmi kivonata.,,magyar,Budapest Acad 2* 3 - Budapest Nat 2 2 + cop. partim (Odorheiu Secuiesc) - Cluj-Napoca Acad 1 - Cluj-Napoca Univ 2 - Debrecen Ref 1 - Odorheiu Secuiesc 1,8,"Budapest=4, Cluj-Napoca=2, Debrecen=1, Odorheiu Secuiesc=1",,0,,207,8,16,12.9375
3277,3277,,,,,"CSEKE, István: Memoria saecvlorvm gemini e Scythia Hungarorum egressus, et in altero septem gloriosissimorum ducum carmine decantata ac ... dd. aa. ll. et philosophiae neo-magistris, dum actu in ... episcopali universitate Cassoviensi per ... Stephanvm Cseke e Soc. Jesu aa. ll. et philosophiae doctorem, ejusdemq(ue) professorem ordinarium, nec non p. t. seniorem consistorialem solenni ritu inter festivos applausus suprema philosophici honoris laurea condecorarentur, ab oratoriae facultatis studiosis dicata anno MDCLXVI. die 14. Julij. Cassoviae (1666) [Türsch].",1666,Kassa,"Türsch, Johann Dávid",,A8 B8,[16] fol.,8°,Orn.,RMK II 1080 - Caplovic 608,Köszöntõ versek.,,latin,Budapest Acad 1 - Budapest Nat cop. (Martin) - Martin Nat 1,2,"Budapest=1, Martin=1",,0,,32,8,16,2
3278,3278,,,,,"CZEGLÉDI István: Ezechiel felesege, az az oly rövid s-egygyügyü elmélkedésecske, mely Ezéchiel prophéta szeme gyönyörüségének, s-tiszta életü feleségének követésre adot példájával minden keresztyén tiszta házasságban élö férfi aknak ... halál által tülök el-vált eletek-feleinek bánkodásokra, de nem jajgatásokra adatott, mellyet-is... Cseghe-Kátaj Katai Ferentz, Thorna várának egygyik örökös vra, ... Aba-Vjvár-megyének ... assessori közzül valo kegyes fautor vramnak vgyan Thornán, ... nemes vdvar-házánál töt, Istentül megh-oszlatot, igaz házasságbéli hites társa, ... Göntzi Szabo Dorko aszony teste felet Ceglédi István cassai Helvet. l. t. Cassa(n 1666) Türsch Da[vid].",1666,Kassa,"Türsch, Johann Dávid",,A4-F4 G2,[26] fol.,4°,Orn.,Sztripszky I 2050/257 <- MKsz 1884: 117 - Caplovic 607 - Trofejnie knigi 267,Református gyászbeszéd.,,magyar,Budapest Nat cop. - Sárospatak Ref 1 (<- Niznij Novgorod <- Sárospatak),1,Sárospatak=1,,0,,52,4,8,6.5
3279,3279,,,,,(CZEGLÉDI István): Egy veres tromfosdit iádtzó sandal barátomnak játék elvesztéséért való meg-piricskeltetése. [Kassa] (1666) [Türsch].,1666,Kassa,"Türsch, Johann Dávid",,"A8-Z8, Aa8-Ee8",448 pag.,8°,,RMK I 1052 - Caplovic 606,Református vitairat,,magyar,Budapest Acad 2 - Budapest Nat 1 - Budapest Lugossy József 2 - Debrecen Ref 1 - Sárospatak Ref 1 - Târgu Mureş 1 2,7,"Budapest=3, Debrecen=1, Sárospatak=1, Târgu Mureş=2",Hód-mezõ-vásárhelyi ref. gymn.,1,Hódmezővásárhely,448,8,16,28
3280,3280,,,,,"HOLLÓ Zsigmond, iun.: Gemma decidua ex annulo gentilitio perillvstris ... domini Sigismvndi Hollo de Krompach, s. c. regiaeque majestatis aulae familiaris et proventuum partium regni Hungariae superiorum generalis perceptoris ac solutoris bellici, nec non supremi postarum magistri Eper. etc. parentales inter lachrymas. Eidem oblata in exequiis funeralibus ... virginis Annae Mariae Hollo, ... fi liolae suae a generoso adolescente Sigismvndo Hollo de Krompach, supremae classis grammaticae studioso. Cassoviae 1666 typis Davidis Tüsch [!].",1666,Kassa,"Türsch, Johann Dávid",,A4-C4 D2,[14] fol.,4°,Init.,Sztripszky II 2592/140 <- MKsz 1891: 76 - Caplovic 609,Latin ás magyar nyelvû gyászversek.,,latin; magyar,Budapest Ev 1,1,Budapest=1,,0,,28,4,8,3.5
3281,3281,,,1,,<Kalendárum és prognosztikon az 1667. esztendõre. Kassa 1666 Türsch. - 16°>,1666,Kassa,"Türsch, Johann Dávid",,,,,,,,,magyar,,0,,,0,,,,,
3282,3282,,,,,"[KIS Imre: Cáfolata egy calvinista professornak, ki azt állítja, hogy megvoltak Calvinus elõtt az üdvösségre szükséges összes calvinista hitcikkek. Kassa 1666 Türsch.]",1666,Kassa,"Türsch, Johann Dávid",,[A]8 B8 [C]8 D2,[26] fol.,8°,Orn.,MKsz 1881: 331-332 - Theologiai Szemle 1925: 268 - MKsz 1932/34: 10 - MKsz 2007: 328,Katolikus vitairat.,,magyar,Budapest Nat 4 + cop. (Berlin) - Halle Univ (?) 4 (<- Berlin Univ Inst <- Halle Univ),2,"Budapest=1, Halle=1",,0,,52,8,16,3.25
3283,3283,,,,,"[KIS Imre:] Tök, mák, zöld tromfiára Posahazinak veres tromf. [Kassa] MDCLXVI 30. Maij [Türsch],",1666,Kassa,"Türsch, Johann Dávid",,A12-F12 G6,[78] fol.,12°,,RMK I 1051 - Caplovic 609a,Katolikus vitairat.,,magyar,Budapest Acad 1 - Budapest Univ 1 - Târgu Mureş 1,3,"Budapest=2, Târgu Mureş=1",,0,,156,12,24,6.5
3284,3284,,1,,,"»KIS Imre: Volt-e valaha, valaholott, valakinél Calvinus János elõtt a mostani kálvinisták vallása? Kassa 1666 Türsch.«",1666,Kassa,"Türsch, Johann Dávid",,,,,,,,,magyar,,0,,,0,,,,,
3285,3285,,1,,,"»LADIVER, Elias, iun.: Colloquium Caschoviense de iudice controversiarum fi dei, habitum 1666. Cassoviae 1666 [Türsch]. - 8°«",1666,Kassa,"Türsch, Johann Dávid",,,,,,,,,latin,,0,,,0,,,,,
3286,3286,,,,,"LAVREA pacis ... aa. ll. et philosophiae neo-baccalavreis per ... patrem Martinvm Lanczmar e Societate Jesv aa. ll. et philosophiae doctorem ejusdemque professorem ordinarium, in ... vniversitate Cassoviensi solenni ritu recens creatis oblata ab hvmanitate academica ... Cassoviae MDCLXVI typis Joann. David. Türsch.",1666,Kassa,"Türsch, Johann Dávid",,A8 B7,[15] fol.,8°,Init,Caplovic 611,Köszöntõ versek.,,latin,Budapest Univ 1,1,Budapest=1,,0,,30,8,16,1.875
3287,3287,,,,,"[POSAHAZI János:] Ben sült veres kolop, avagy Kis páternek vesztett peri. [Kassa 1666 Türsch.]",1666,Kassa,"Türsch, Johann Dávid",,A12-C12,[36] fol.,12°,,RMK 1 1053,Református vitairat.,,magyar,Budapest Nat cop. - Cluj-Napoca Univ 1,1,Cluj-Napoca=1,,0,,72,12,24,3
3288,3288,,,,,[PÓSAHÁZI János:] Svmmas valasz tetel amaz tsalóka könyvecskére: kinek tzégére hogy már: Harom idvesseges kerdes. Irattatott egy Xeno-cosmus szerzetén levö fráter által. [Kassa 1666 Türsch David.],1666,Kassa,"Türsch, Johann Dávid",,A8 B8 C2,[18] fol.,8°,"Orn., init.",RMK I 1047 - MKsz 2000: 493-501,Református vitairat.,,magyar,Budapest Nat 1,1,Budapest=1,,0,,36,8,16,2.25
3289,3289,,1,,,»SAMBAR Mátyás: Az három kérdésre lõtt summás választételre írott felelet. Kassa 1666 [Türsch].«,1666,Kassa,"Türsch, Johann Dávid",,,,,,,,,magyar,,0,,,0,,,,,
3290,3290,,,,,"[1] SINAPIUS-HORÈIÈKA, Daniel: Vivit post funera virtus. Svpremvm officivm, quod ... debito hoc panegyrico ... domino Gabrieli Bakos de Osdgyan etc. dum anno MDCLXVI. die 17. Octobris peryod. Gregor. non sine maximo piorum luctu sepeliretur, in castro Czetnek solvebat Daniel Sinapivs, eccles. Köviensis tunc pastor... - [2] (Az tekéntetes, nemzetes és vitézlö, jó hizzel [!] nével tündöklö osdgyani Bakos Gabor vrnak ... a Christus anya szentedgyházában munkalkodo igaz tanitoknak taplalojának, vitezlö rendeknek attyának, az scholaknak fautorának etc. az csetneki templomban lett el temetésekor rosnobanyai gyermekek által Mind szent havanak 17. napjan, 1666 esztendöben declamaltatott magyar versek, mellyekben bé-foglaltatik az halalhoz készületre való intés annak ez nehai meg holt urra alkolmaztatasa, azon urnak szerelmesitöl való bucsuzása, temetö helyének meg készéttetésének alkalmatossága.) Cassoviae DMCLX[...] typis Davidis Türsch.",1666,Kassa,"Türsch, Johann Dávid",,A4-D4 E3,[19] fol.,4°,"Orn., init.",RMK I 1035 - RMK II 1082 - Caplovic 612,Gyászbeszéd latin és magyar nyelvû gyászversekkel.,,latin,Budapest Nat 1,1,Budapest=1,,0,,38,4,8,4.75
3291,3291,,,1,,<Almanach und Prognosticon auf das Jahr 1667. Leutschau 1666 Brewer. - 16°>,1666,Lőcse,"Brewer, Sámuel",,,,,,,,,német,,0,,,0,,,,,
3292,3292,,,,,"[1] [BALASSI Bálint - RIMAY János: Istenes éneki.] - [2] (Via Jacobaea, az az: Jakob patriarkanak olly úta, mely minden uton-jaró, s bujdosó igaz Izraelitákat bátorságos és bóldog derek utra igazgat, egynehány oktató regulák és istenes imádságok által... Lötsen 1666 Brever Samuel.)",1666,Lőcse,"Brewer, Sámuel",,A12-P12 Q11+1 R12 S12,[10?] + 366 + [6] + 48? pag.,24°,,ItK 1992: 644 - MKsz 1992: 349,Vallásos versek gyûjteményének protestáns kiadása és imádságoskönyv.,,magyar,Budapest Nat cop. - Firenze Nat 2,1,Firenze=1,,0,,430,24,48,8.958333333333334
3293,3293,,,,,"HEINZEL, Joannes: Exercitatio theologica, qua [&&görög] de majestate omnipraesentiae Christo homini vere et realiter communicata, ad piam et placidam [&&görög] proponitur in gymnasio Novisoliensi praeside m. Johanne Heinzelio, p. t. ludi-rectore, respondentis munus obeunte Michaele Paulowicz Thuroceno-Jessenensi, ejusdem gymn. alumno, ad diem 28. Maji anno MDCLXVI. horis pro et po-meridianis. Leutschoviae (MDCLXVI) typis Samuelis Brewer.",1666,Lőcse,"Brewer, Sámuel",,A4 B4,[8] fol.,4°,Init.,RMK II 1083 - Caplovic 1161,Evangélikus teológiai vizsgatételek.,,,Budapest Acad 1 2* - Budapest Arch 1 - Budapest Nat 1 1 - Presov Scient 1,6,"Budapest=5, Presov=1",,0,,16,4,8,2
3294,3294,,,,,"HOCHZEITLICHE Belustigungen und Glückwüntschungen so geschehen, als der ... Georgivs Weis ... Pfarrer der Christl. Gemeine zu Rokus seinen frölichen Braut-Tag hielt mit der ... Svsanna Haasin des ... Georgii Haases ... Bürgers in dem königlichen Marckt Bela vielgeliebten Tochter ... 1666. dem 7. Martio von guten wehrten Gönnern und geneigten Freünden zu Papier gebracht. Leutschau [1666] Samuel Brewer.",1666,Lőcse,"Brewer, Sámuel",,A4,[4] fol.,4°,,Caplovic 1161a,Lakodalmi versek latinul és németül.,,latin; német,Budapest Nat cop. - Kezmarok Ev 1,1,Kezmarok=1,,0,,8,4,8,1
3295,3295,,,,,"KEMMEL, Johann: Delineatio synoptica oratorii actvs... in gymnasio... civ(itatis) Leuchoviens(is) rectore m. Johanne Kemmelio... MDCLXVI. 2. Cal. Febr. instituendi... (Summarische Abbildung des Oratorii Actus... in dem Gymnasio... Statt Leutschaw bey ... Rectorat m. Johann. Kemmel ... 1666. den 30 Jan. soll angestellet und gehalten werden... [Leutschoviae] (MDCLXVI] [Brewer].",1666,Lőcse,"Brewer, Sámuel",,)(4,[4] fol.,4°,Orn.,MKsz 1963: 345 - Caplovic 1162 - Varga E 295,Iskolai elõadás programja latin és német nyelven.,,latin; német,Budapest Acad cop. - Budapest Nat cop. - Levoča Ev 1,1,Levoča=1,,0,,8,4,8,1
3296,3296,,,,,"KEMMEL, Johann: Examinis Leutschoviano in gymnasio adspirante divini numinis gratia rectore m. Johanne Kemmel L. anno ... MDCLXVI. 9. et 8. Cal. Jul. solenniter celebrandi [&&görög]. Leutschoviae (MDCLXVI) typis Samuelis Brever.",1666,Lőcse,"Brewer, Sámuel",,)(4,[4] fol.,4°,Init.,RMK II 1084 - Caplovic 1163,Vizsgarend.,,latin,Budapest Nat 1 - Halle Univ 1,2,"Budapest=1, Halle=1",,0,,8,4,8,1
3297,3297,,,,,"LUTHER, Martin: Catechesis minor d. Martini Lutheri, Germanice et Latine. Leutschoviae MDCLVI [recte MDCLXVI?] typis et sumptibus Samuelis Brewer.",1666,Lőcse,"Brewer, Sámuel",,A8-C8 D4,[28] fol.,8°,Orn.,Caplovic 1026,Evangélikus katekizmus.,,latin; német,Budapest Univ 1,1,Budapest=1,,0,,56,8,16,3.5
3298,3298,,,1,,<Novy a stary kalendár Kristofa Neubarta na rok 1667. Levoca 1666 Brewer. 16°>,1666,Lőcse,"Brewer, Sámuel",,,,,,,,,biblikus cseh,,0,,,0,,,,,
3299,3299,,,,,"NUPTIAS secundas favente numine ... m. Thomae Greb Beelensi, lib. Regiaeq(ue) civitatis Caesareoforensis ecclesiae pastori et gymnasii ibid. inspectori primario ... cum ... Margareta ... Eliae Berg, civis et senatoris Caesareof. ... fi lia ... sponsa ... MDCLXVI. Dominica II. post Epiphaniam Domini sollenniter celebratas ... gratulantur amici et fautores. [Leutschoviae] (1666) typis Samuelis Brewer.",1666,Lőcse,"Brewer, Sámuel",,A4,[4] fol.,4°,"Orn., init.",RMK II 1085 - Caplovic 1165,Lakodalmi versek.,,latin,Budapest Nat 1 - Halle Univ 1 (<- Berlin Univ Inst <- Halle Univ),2,"Budapest=1, Halle=1",,0,,8,4,8,1
3300,3300,,,,,"PROPEMTICA, quibus viro ... clarissimo dn. m. Christiano Seelmanno, antehac ... montanae Cremnicensium, jam vero Leutschoviensis in superiori Hungaria ecclesiae pastori, fi liarum et scholarum inspectori ... manus et musae amicorum in regio liberoq(ue) oppido Rust ad lacum Hungariae gratulantur a. MDCLXVI. (Leutschoviae MDCLXVI) typis Samuelis Brever.",1666,Lőcse,"Brewer, Sámuel",,[ ]2,[2] fol.,4°,,RMK II 1086 - Caplovic 1166,Üdvözlõ versek latin és német nyelven.,,latin; német,Budapest Nat 1,1,Budapest=1,Ráth György,1,Budapest,4,4,8,0.5
3301,3301,,,,,"SEELMANN, Christian: Der XIX. Psalm David, erkläret in einer ... Leichpredig, welche bey christlicher Bestattung der ... Fraven Maria, des ... H. David Melcelii, vornemen Handelsmannes von Trentschin liebstgewesener numehr seeliger Hauß-Ehre a. 1666 den 8. Jenner in der königlichen freyen Stad Leutschau denen Betrübten zu Trost gehalten, itzo aber dem damahls abwesenden, vnd nu desto mehr betrübten Herrn Wittver zu minderung seines Hertzenleids auf Begehren heraußgegeben worden von M. Christiano Seelmann Cob. Fr., der Kirchen daselbst Pastore. (Leutschau 1666) bey Samuel Brewern.",1666,Lőcse,"Brewer, Sámuel",,A4-G4 H2,[30] fol.,4°,,Sztripszky II 2593/141 4- MKsz 1890: 270 - Caplovic 1167,Evangélikus gyászbeszéd német és latin nyelvû gyászversekkel.,,biblikus cseh; latin; német,Budapest Nat 1 - Levoča Ev 1,2,"Budapest=1, Levoča=1",,0,,60,4,8,7.5
3302,3302,,,,,"[1] UJ és o kalendariom Christus urunk születése után való 1667., mellyet most-is Magyar és Erdély országra és egyéb szomszéd helyekre alkalmaztatott Neubarth Christoph theologus és astrologus. - [2](Astrologiai visgálás, avagy az plánétáknak és egyéb nevezetes fö tsillagoknak forgásibol vött jövendöles ez Christus urunk születése után 1667. esztendöre, mellyben az esztendönek négy részeiröl, az után az ecclipsisekröl, hadakrol és békeségröl rövideden le-írt N e u b a r t h C h r i s t o p h B. S. theol. és astrol.). Lötsén [1666] Brever Samuel által.",1666,Lőcse,"Brewer, Sámuel",,A8-E8,[40] fol.,16°,Color.,MKsz 1930: 140-Cap]pvic 1164,Új-naptár ó-naptárral és prognosztikon.,,magyar,Budapest Nat 1 + cop. (Sárospatak) - Kecskemét Ref 4* 4* 4* 4* - Sárospatak Ref 4 4,7,"Budapest=1, Kecskemét=4, Sárospatak=2",,0,,80,16,32,2.5
3303,3303,,,,,"GERALDINUS, Balthasar: Conclusiones theologicae de peccatis et divina gratia, qvas in ... universitate Tyrnaviensi ... MDCLVI. die (22) mense Decembri propvgnabit Ioannes Chernanski Socitatis Iesv, praeside ... Balthasare Geraldino ex eadem Societate Jesv, ss. theologiae doctore, ejusdemque professore ordinario, nec non facultatis theologicae p. t. decano. Tyrnaviae (MDCLXVI) cum facultate superiorum, formis accademicis [!] apud Matthaeum Byller.",1666,Nagyszombat,typ. Academicis (typographia Universitatis),,,[1] fol.,445 x 341 mm,Init.,MKsz 1918: 82 - Caplovic 2016,Katolikus teológiai vizsgatételek.,,,Budapest Univ 1,1,Budapest=1,,0,,2,1,2,1
3304,3304,,1,,,"»[1] KALENDARIOM Christus Vrunk születese utánvaló MDCLXVII. eztendoere, mellyek a’ nemes és kiralyi Nagy-Szombat városának és Magyar s-más szomszéd országokban kiváltkeppen valo helyeknek meridianumiára a tvdos es nevezetes astronomvsnak, Argolvs Andrasnak calculatioía szerint Nagy-Szombatban lévö Astrophilus szorgalmatóssan el rendelt.« - [2] (Prognosticon coniecturale astrologicum, Christus Urunk születése-után való MDCLXVII. esztendöre, melly a’ túdós és névezetes mathematicusnak, Argolvs Andrasnak az égi jegyek folyásinak calculátiójaból feltaláltatot és ki hozat-tatot egy Nagy-Szombatban lévõ Astrophilvs által.) (Nagyszombat) [1666 typ. Academicis].",1666,Nagyszombat,typ. Academicis (typographia Universitatis),,,,,,,,,magyar,,0,,,0,,,,,
3305,3305,,,1,,"<Misch, Joannes: Medicina pauperum. Tyrnaviae? 1666 typ. Academicis.>",1666,Nagyszombat,typ. Academicis (typographia Universitatis),,,,,,,,,egyéb,,0,,,0,,,,,
3306,3306,,,1,,"<Misch, Johann: Szegények patikája, mely ingyen kinyittatott. Nagyszombat 1666? typ. Academicis.>",1666,Nagyszombat,typ. Academicis (typographia Universitatis),,,,,,,,,magyar,,0,,,0,,,,,
3307,3307,,,,,"KOMÁROMI C[SIPKÉS] György: Keseredet lélek tiszti, az az olly temetési rövid tanitás, mellyben mint kellyen magát viselni az Istennek atyai ostorát szenvedö, s’ a’ miatt meg-keseredett szivü lelkü embernek, az alatt az Szent irásbol eggyügyüven meg-jelentetik. Mellyet ... Dobozi Jánosnak, ... Dobozi Istvan vramnak ... szerelmes fi ának hoszszas nyavalyáin által költ hideg testének tisztességes el-takarittatásakor az élö hivek épületire és az szomoru szivek enyhitésere a’ debreczeni nagy temetöben tett a’ sir felett 1666. esztendöben Sz. Jakab havának 19-dik napján Comaromi C. György S[zent] I[rást] M[agyarázó] D[octor] E[s] D[ebreceni] P[raedicator]. Patakon (1666) [typ. principis] Rosnyai Ján.",1666,Patak,typ. principis,,"(?)8, A8 B4",[15] + 24 pag.,8°,Init.,RMK I 1037,Református gyászbeszéd.,,magyar,Budapest Acad 1 - Budapest Nat 2*,2,Budapest=2,Lugossy Józsefnél Debreczenben,1,Debrecen,39,8,16,2.4375
3308,3308,,,,,"[KOMÁROMI CSIPKÉS György:] Trans subtantiatio exentizata, hoc est annullatio discursus, super Johan. 6. v. 55. pro Transsubstantiatione formati: in festo, ut vocant, corporis Christi, proxime elapso, habiti, et cuidam generoso ac vere nobili simulque orthodoxo viro in scriptis missi, facta per Agricolam Arbuteum. [Patakini] MDCLXVI [typ. principis].",1666,Patak,typ. principis,,A12-E12 F6+?,132 + ? pag.,12°,"Orn., init.",RMK II 1112-MKsz 1918: 82,Református vitairat.,,magyar,Budapest Nat cop. - Debrecen Ref 2*,1,Debrecen=1,,0,,132,12,24,5.5
